run_id,job_id,stage_id,task,note,files_read,input_size_bytes,shuffle_read_bytes,shuffle_write_bytes,timestamp
job0,,17,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:24:26.339007
job0,,16,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:24:26.339013
job0,,15,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,638,12558,0,59,2025-12-30T13:24:26.339020
job0,,14,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:24:26.339027
job0,,13,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:24:26.339033
job0,,12,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,220,6005,0,59,2025-12-30T13:24:26.339037
job0,,11,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:24:26.339041
job0,,10,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:24:26.339045
job0,,9,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,60,1560,0,59,2025-12-30T13:24:26.339049
job0,,8,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:24:26.339053
job0,,7,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:24:26.339056
job0,,6,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,9,153,0,59,2025-12-30T13:24:26.339060
job0,,5,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:24:26.339064
job0,,4,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:24:26.339068
job0,,3,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,8,109,0,59,2025-12-30T13:24:26.339071
job0,,2,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:24:26.339081
job0,,1,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:24:26.339085
job0,,0,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,24,1289,0,59,2025-12-30T13:24:26.339089
job1,,35,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:21.201005
job1,,34,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:21.201020
job1,,33,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,638,12558,0,59,2025-12-30T13:25:21.201023
job1,,32,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:21.201026
job1,,31,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:21.201028
job1,,30,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,220,6005,0,59,2025-12-30T13:25:21.201031
job1,,29,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:21.201033
job1,,28,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:21.201036
job1,,27,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,60,1560,0,59,2025-12-30T13:25:21.201038
job1,,26,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:21.201040
job1,,25,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:21.201043
job1,,24,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,9,153,0,59,2025-12-30T13:25:21.201045
job1,,23,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:21.201047
job1,,22,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:21.201050
job1,,21,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,8,109,0,59,2025-12-30T13:25:21.201052
job1,,20,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:21.201054
job1,,19,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:21.201057
job1,,18,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,24,1289,0,59,2025-12-30T13:25:21.201059
job1,,17,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:21.201062
job1,,16,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:21.201065
job1,,15,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,638,12558,0,59,2025-12-30T13:25:21.201067
job1,,14,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:21.201069
job1,,13,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:21.201071
job1,,12,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,220,6005,0,59,2025-12-30T13:25:21.201074
job1,,11,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:21.201076
job1,,10,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:21.201079
job1,,9,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,60,1560,0,59,2025-12-30T13:25:21.201081
job1,,8,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:21.201083
job1,,7,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:21.201086
job1,,6,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,9,153,0,59,2025-12-30T13:25:21.201088
job1,,5,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:21.201091
job1,,4,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:21.201093
job1,,3,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,8,109,0,59,2025-12-30T13:25:21.201096
job1,,2,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:21.201099
job1,,1,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:21.201101
job1,,0,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,24,1289,0,59,2025-12-30T13:25:21.201103
job3,,35,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:26.653733
job3,,34,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:26.653754
job3,,33,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,638,12558,0,59,2025-12-30T13:25:26.653759
job3,,32,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:26.653764
job3,,31,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:26.653768
job3,,30,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,220,6005,0,59,2025-12-30T13:25:26.653772
job3,,29,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:26.653776
job3,,28,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:26.653781
job3,,27,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,60,1560,0,59,2025-12-30T13:25:26.653785
job3,,26,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:26.653789
job3,,25,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:26.653793
job3,,24,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,9,153,0,59,2025-12-30T13:25:26.653797
job3,,23,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:26.653801
job3,,22,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:26.653805
job3,,21,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,8,109,0,59,2025-12-30T13:25:26.653809
job3,,20,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:26.653813
job3,,19,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:26.653817
job3,,18,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,24,1289,0,59,2025-12-30T13:25:26.653821
job3,,17,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:26.653825
job3,,16,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:26.653829
job3,,15,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,638,12558,0,59,2025-12-30T13:25:26.653832
job3,,14,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:26.653836
job3,,13,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:26.653840
job3,,12,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,220,6005,0,59,2025-12-30T13:25:26.653844
job3,,11,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:26.653848
job3,,10,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:26.653852
job3,,9,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,60,1560,0,59,2025-12-30T13:25:26.653856
job3,,8,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:26.653860
job3,,7,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:26.653876
job3,,6,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,9,153,0,59,2025-12-30T13:25:26.653881
job3,,5,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:26.653885
job3,,4,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:26.653889
job3,,3,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,8,109,0,59,2025-12-30T13:25:26.653893
job3,,2,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:26.653896
job3,,1,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:26.653900
job3,,0,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,24,1289,0,59,2025-12-30T13:25:26.653904
job4,,35,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:29.168240
job4,,34,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:29.168254
job4,,33,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,638,12558,0,59,2025-12-30T13:25:29.168258
job4,,32,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:29.168261
job4,,31,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:29.168264
job4,,30,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,220,6005,0,59,2025-12-30T13:25:29.168267
job4,,29,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:29.168270
job4,,28,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:29.168273
job4,,27,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,60,1560,0,59,2025-12-30T13:25:29.168276
job4,,26,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:29.168279
job4,,25,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:29.168282
job4,,24,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,9,153,0,59,2025-12-30T13:25:29.168285
job4,,23,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:29.168287
job4,,22,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:29.168290
job4,,21,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,8,109,0,59,2025-12-30T13:25:29.168293
job4,,20,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:29.168297
job4,,19,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:29.168300
job4,,18,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,24,1289,0,59,2025-12-30T13:25:29.168303
job4,,17,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:29.168305
job4,,16,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:29.168308
job4,,15,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,638,12558,0,59,2025-12-30T13:25:29.168311
job4,,14,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:29.168314
job4,,13,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:29.168318
job4,,12,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,220,6005,0,59,2025-12-30T13:25:29.168321
job4,,11,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:29.168323
job4,,10,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:29.168326
job4,,9,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,60,1560,0,59,2025-12-30T13:25:29.168329
job4,,8,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:29.168332
job4,,7,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:29.168336
job4,,6,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,9,153,0,59,2025-12-30T13:25:29.168339
job4,,5,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:29.168342
job4,,4,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:29.168344
job4,,3,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,8,109,0,59,2025-12-30T13:25:29.168347
job4,,2,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,59,0,2025-12-30T13:25:29.168350
job4,,1,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,0,0,0,0,2025-12-30T13:25:29.168353
job4,,0,$anonfun$withThreadLocalCaptured$2 at CompletableFuture.java:1768,baseline,24,1289,0,59,2025-12-30T13:25:29.168356
